,Unnamed: 0,Unnamed: 0.1,Community,Province,Island,Postal_Code,Locality,Locality_Website,Name,Alternative_Name_1,Alternative_Name_2,Descripci,Beach_Length_m,Beach_Width_m,Popularity,Urbanization,Sea_Promenade,Type_of_Sea_Promenade,Type_of_Sand,Condition,Nudism,Blue_Flag,Reachable_by_bus,Bus_Stop,Parking,Parking_Watched,Parking_Spaces,Toilets,Footbaths,Showers,Public_Telephones,Trashcans,Child_Zone,Sport_Zone,Yacht_Club,Surfing_Zone,Sport_Harbour,Sport_Harbour_Website,Distance_to_Harbour_km,Hospital,Phone_Number,Distance_to_Hospital_km,Ground_Type,lon,lat,bathingWaterIdentifier,quality2019,rating,google_place_id
44,44,44,Andalucía,Huelva, ,21042,Isla Cristina,http://www.islacristina.es,Islantilla, , ,"Compartida por los dos términos municipales, esta playa cuenta con excelentes servicios, siendo una de las más concurridas de la zona, y no sólo en época estival, ya que su entorno permite visitarla todo el año.",1.400,60,High,Urban,Yes,Complete,Golden,Oleaje moderado,No,Yes,Yes,Interurbano,Yes,Yes,More than 100 places,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , ,,Juan Ramón Jiménez,959016000,"39,8",Sand,-7.2363,37.2042,ES615M0421480,Excellent,,
45,45,45,Andalucía,Huelva, ,21042,Isla Cristina,http://www.islacristina.es,Central, , ,"Playa urbana con buenos servicios e infraestructuras, que enlaza hacia ambos lados con amplias playas naturales.",1.100,50,High,Urban,Yes,Complete,White,Oleaje moderado,No,No,Yes,Urbano,Yes,Yes,More than 100 places,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Puerto de Isla Cristina,http://www.puertosdeandalucia.es/es/puertos/puertos-de-huelva/itemlist/category/76-puerto-de-isla-cristina,2,Hospital Infanta Elena,959015100,50,Sand,-7.3053,37.196,ES615M0422397,Excellent,4.3,ChIJs1D5nKslEA0Ry0Cvn_M5bko
46,46,46,Galicia,Pontevedra, ,36022,O Grove,http://www.turismogrove.com,Virxe das Mareas, , ,Pequeña playa de arena blanca,80,14 bajamar/3 pleama,Low,Urban,No, ,White,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,Yes,No,No,No, , ,,Hospital de Montecelo,986800000,45,Sand,-8.8909,42.4938,ES114M022338,Good,,
47,47,47,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,La Habana,Vega de Adra,Albufera de Adra (Las Cañadas),La Playa de la Habana se encuentra actualmente en regresión debido al mal estado de su entorno natural y a la abundancia de invernaderos que se amontonan en la zona.,4.300,15,Low,Isolated,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,4,Hospital de Poniente,950022500,21,Sand / Pebbles / Gravel,-2.9646,36.7418,ES611M0031266,Good,,
48,48,48,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,La Juana, , ,"Playa de difícil acceso ubicada al borde de unos acantilados, muy poco utilizada para el baño, donde predominan los invernaderos de plásticos que caracterizan la zona.",1.050,10,Low,Isolated,No, ,Dark,Oleaje moderado / Ventosa,Yes,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,15,Hospital de Poniente,950022500,36,Sand,-3.1197,36.7505,ES614M0062204,Excellent,,
49,49,49,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,Playa de Poniente,Playa del Carboncillo,Playa de La Sirena Loca,Extensa playa con un alto grado de ocupación por la cantidad de servicios que ofrece y por ser una de las playas más limpias de la zona.,1.100,70,High,Urban,Yes, ,Dark,Oleaje moderado / Ventosa,No,Yes,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,0,Hospital de Poniente,950022500,21,Sand / Gravel,-3.0249,36.7446,ES611M0032305,Excellent,4.5,ChIJT_X1rAFScA0R3cVabO2JK28
50,50,50,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,San Nicolás, , ,"Playa ubicada junto al Puerto de Adra, que cuenta con todo tipo de infraestructuras propias de una playa urbana.",600,35,High,Urban,Yes,Complete,Dark,Aguas tranquilas,No,Yes,Yes,Interurbano,Yes,,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,0,Hospital de Poniente,950022500,21,Sand / Gravel,-3.0142,36.7447,ES611M0031267,Excellent,,
51,51,51,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,Costacabana, , ,"La Playa de Costacabana está localizada muy cerca del aeropuerto. Compuesta de arena gruesa y grava, cuenta con un paseo marítimo.",1.200,30,High,Urban,Yes,Complete,Dark,Oleaje moderado / Ventosa,No,No,Yes,Urbano,Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Club de Mar de Almería,http://clubdemaralmeria.es,7,Hospital de Alta Resolución El Toyo,950158015,7,Sand / Gravel,-2.3807,36.8367,ES611M0131280,Excellent,,
52,52,52,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,El Bobar,La Cañada, ,"Playa poco apreciada para su uso público, tanto por su composición como por su localización, muy próxima a la carretera.",1.300,15,Low,Isolated,Yes,Complete,Dark,Aguas tranquilas,No,No,Yes,Urbano,Yes,No,Between 50 and 100 parking places,No,No,No,No,No,No,No,No,No,Club de Mar de Almería,http://clubdemaralmeria.es,3,Hospital de Torrecárdenas,950016000,6,Sand,-2.4159,36.8178,ES611M0131291,Excellent,,
53,53,53,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,El Perdigal,Alquián, ,"Playa en estado virgen, muy tranquila.",2.450,30,Low,Isolated,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Urbano,No,,,No,No,No,No,No,No,No,No,No,Club de Mar de Almería,http://clubdemaralmeria.es,10,Hospital de Alta Resolución El Toyo,950158015,6,Sand,-2.3694,36.8409,ES611M0131278,Excellent,,
54,54,54,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,El Toyo, , ,Playa urbana continuación de la playa de Retamar. Regenerada con motivo de los Juegos del Mediterráneo (2005).,1.300,55,Low,Urban,Yes,Complete,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Club de Mar de Almería,http://clubdemaralmeria.es,14,Hospital de Alta Resolución El Toyo,950158015,2,Sand / Gravel,-2.3286,36.8368,ES611M0131276,Excellent,,
55,55,55,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,La Almadraba de Monteleva, , ,"Esta playa de arena se encuentra en el poblado de La Almadraba de Monteleva y es la continuación de la Playa de Las Salinas de Cabo de Gata. Pertenece al Parque Natural Marítimo Terrestre de Cabo de Gata-Níjar, recientemente declarado Reserva de la Bi",660,30,Medium,Semi-Urban,Yes, ,White,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,Yes,Yes,No,Yes,No,No,No,No,Club Náutico de San José,http://www.clubnauticodesanjose.com,26,Hospital de Alta Resolución El Toyo,950158015,19,Sand,-2.2175,36.7493,ES611M0131273,Excellent,,
56,56,56,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,La Fabriquilla, , ,"Es la última playa del término municipal de Almería, lindando con Níjar, y se caracteriza por resultar muy tranquila para los bañistas. Pertenece al Parque Natural Marítimo Terrestre de Cabo de Gata-Níjar, recientemente declarado Reserva de la Bio",600,30,Medium,Semi-Urban,No, ,White,Oleaje fuerte / Ventosa,No,No,Yes,Interurbano,Yes,No,More than 100 places,No,Yes,Yes,No,Yes,No,No,No,No,Club Náutico de San José,http://www.clubnauticodesanjose.com,26,Hospital de Alta Resolución El Toyo,950158015,7,Sand / Gravel,-2.2082,36.7386,ES611M0131273,Good,,
57,57,57,Andalucía,Almería, ,4013,Almería,http://www.aytoalmeria.es,La Garrofa,Camping de La Garrofa, ,"Pequeña playa de grava. Se accede a través de una propiedad privada, el camping ""La Garrofa"", que cuenta con un club de buceo.",150,20,Medium,Isolated,No, , ,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Puertos Deportivos de Almería y Aguadulce, ,6,Hospital de Torrecárdenas,950016000,10,Gravel,-2.5161,36.8255,ES611M0131286,Sufficient,,
58,58,58,Cataluña/Catalunya,Barcelona, ,8172,Premià de Mar,http://www.premiademar.cat,Bellamar, , ,"La Playa de Bellamar, junto al Club Náutico de Premià de Mar, se corresponde con el primer tramo de un largo arenal dividido en varias zonas, siendo éste el más resguardado por uno de los espigones del Club.",260,35,High,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Línea Mataró a 50 metros",Yes,No,Between 50 and 100 parking places,Yes,,Yes,No,Yes,No,Yes,No,No,"Marina Port Premià (P. de Mar, Barcelona)",http://www.marinapremia.com/,,Hospital de Mataró,937582800,9,Sand,2.3635,41.4897,ES511M172668,Excellent,3.7,ChIJ3QPWSDexpBIRpr8a4ZSIjjs
59,59,59,Cataluña/Catalunya,Barcelona, ,8172,Premià de Mar,http://www.premiademar.cat,Platja de Llevant,Levante, ,"Playa de arena a la que se accede a través de un paso subterráneo que salva las vías del tren y la carretera, muy cercanas a la playa.",620,162,Medium,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Línea Mataró",Yes,,,Yes,,Yes,No,Yes,No,Yes,Yes,No,"Marina Port Premià (P. de Mar, Barcelona)",http://www.marinapremia.com/,,Hospital de Mataró,937582800,9,Sand,2.37,41.4912,ES511M172669,Excellent,,
60,60,60,Cataluña/Catalunya,Barcelona, ,8194,Sant Adrià de Besòs,http://www.sant-adria.net,Platja del Litoral,Parc del Litoral, ,Esta gran playa se encuentra entre la Central Térmica y el río Besós.,250,80,High,Urban,Yes, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,Yes,,Yes,No,Yes,Yes,Yes,No,No,Port Forum, ,,Germans Trias i Pujol,934651200,12,Sand,2.2348,41.4229,ES511M194670,Excellent,,
61,61,61,Cataluña/Catalunya,Barcelona, ,8197,Sant Andreu de Llavaneres,http://www.llavaneres.es,L'Estació, , ,"Playa de reducidas dimensiones ubicada bajo la Estación de tren de Sant Andreu de Llavaneres y frecuentada generalmente por los residentes de la zona, más que por los turistas.",170,15,High,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,No,,,Yes,,Yes,No,Yes,No,No,No,No,"Club Nàutic El Balís (Sant Andreu de Llavarenes, Barcelona)",http://www.cnelbalis.com,,Hospital de Mataró,937582800,5,Sand / Rock,2.4989,41.5553,ES511M197672,Excellent,,
62,62,62,Andalucía,Cádiz, ,11012,Cádiz,http://www.cadiz.es,La Victoria, , ,"Es el arenal de Cádiz por excelencia, siendo una playa muy concurrida por todos los servicios con que cuentan los bañistas.",2.800,45,High,Urban,Yes,Complete,Golden,Oleaje moderado / Ventosa,No,Yes,Yes,Urbano,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Puerto Deportivo Elcano,http://clubelcano.com/,1,Hospital Universitario Puerta del Mar,956002100,"0,5",Sand,-6.2804,36.5073,ES612M0121367,Good,4.7,ChIJBdPSllHSDQ0RG3JlUUygEuM
63,63,63,Andalucía,Cádiz, ,11012,Cádiz,http://www.cadiz.es,Santa María del Mar,Playa de las Mujeres, ,Santa María del Mar es la playa más pequeña y recogida de todas a la que se accede por rampas o por las escaleras en forma de caracol que separan esta playa de la Playa de la Victoria.,900,30,Medium,Urban,Yes,Complete,Golden,Oleaje moderado,No,Yes,Yes,Urbano,Yes,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Puerto América,http://www.puertosdeandalucia.es/es/puertos/puertos-de-cadiz/itemlist/category/81-puerto-america,2,Hospital Universitario Puerta del Mar,956002100,2,Sand,-6.2877,36.5176,ES612M0121369,Good,4.7,ChIJTS-Ys9HTDQ0R6aMp5O-QYMk
64,64,64,Andalucía,Almería, ,4032,Carboneras,http://www.carboneras.es,Los Barquicos,Los Cocones, ,Playa urbana localizada en pleno casco urbano del pueblo de Carboneras.,600,70,Medium,Urban,Yes,Complete,Golden,Aguas tranquilas,No,Yes,Yes,Interurbano,Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Club Náutico Isla de San Andrés (Carboneras ),http://www.clubnauticocarboneras.com,"0,5",Hospital de Alta Resolución El Toyo,950158015,50,Sand,-1.8955,36.9944,ES611M0321299,Good,4.5,ChIJYRkz5ZHeeg0R2LnT4c5urLs
65,65,65,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,Cala Junco, , ,"Playa rodeada de invernaderos que le restan atractivo, por lo que carece de cualquier servicio para su uso turístico. Se accede por un camino de tierra con una cuesta pronunciada",480,15,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,4,Hospital de Poniente,950022500,29,Sand / Gravel,-3.0634,36.7471,ES611M0031272,Good,,
66,66,66,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,Censo,Playa de Benaluquete, ,Playa objeto de regeneración medioambiental en 2001. Dispone de paseo marítimo y carril bici.,500,50,Low,Semi-Urban,Yes,Complete,Dark,Oleaje moderado / Ventosa,No,Yes,Yes,Interurbano,Yes,,Less than 50 parking places,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,"0,7",Hospital de Poniente,950022500,21,Sand / Gravel,-3.0094,36.7424,ES611M0031266,Good,,
67,67,67,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,El Lance de la Virgen, , ,"Esta playa de grava y arena se encuentra situada junto al pueblo de El Lance de la Virgen, recibiendo visitantes locales y comarcales.",490,25,Low,Semi-Urban,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,Yes,Yes,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,3,Hospital de Poniente,950022500,28,Sand / Gravel,-3.0502,36.7472,ES611M0031271,Not classified,,
68,68,68,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,Guainos, , ,Playa de arena oscura con un entorno descuidado y muy poco utilizada por bañistas y visitantes.,1.420,15,Low,Semi-Urban,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,6,Hospital de Poniente,950022500,31,Sand / Gravel,-3.068,36.7463,ES611M0031272,Not classified,,
69,69,69,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,La Alcazaba,Playa de Las Conchas,Playa de La Calderilla,Pequeña playa de arena negra con muy poca afluencia de visitantes y ausencia total de instalaciones y servicios.,500,15,Low,Semi-Urban,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,12,Hospital de Poniente,950022500,33,Sand,-3.0949,36.7479,ES611M0031272,Sufficient,,
70,70,70,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,La Caracola,Playa Bolaños, ,Playa de arena y grava que dispone de paseo marítimo y servicios básicos.,350,12,Medium,Semi-Urban,Yes,Complete,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,No,Yes,No,Yes,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,1,Hospital de Poniente,950022500,26,Sand / Gravel,-3.034,36.7474,ES611M0032303,Sufficient,,
71,71,71,Andalucía,Almería, ,4003,Adra,http://www.ayuntamientoadra.es,La Gaviota,Fuente Ahijado, ,Playa carente de infraestructuras y atractivo turístico.,500,15,Low,Isolated,No, ,Dark,Oleaje moderado / Ventosa,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Adra,http://www.andalucia.org/es/turismo-y-deporte/almeria/real-club-nautico-de-adra/,2,Hospital de Poniente,950022500,27,Sand / Gravel,-3.0409,36.7473,ES611M0032303,Poor,,
72,72,72,Andalucía,Almería, ,4032,Carboneras,http://www.carboneras.es,Los Muertos, , ,"La Playa de los Muertos se localiza en el límite norte del Parque Natural de Cabo de Gata y se encuentra muy cercana a una fábrica de cemento. Pertenece al Parque Natural Terrestre de Cabo de Gata-Níjar, recientemente declarado Reserva de La Biosfera.",1.160,70,Low,Isolated,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,Yes,More than 100 places,No,No,No,No,Yes,No,No,No,No,Club Náutico Isla de San Andrés (Carboneras ),http://www.clubnauticocarboneras.com,2,Hospital de Alta Resolución El Toyo,950158015,50,Sand / Gravel,-1.8986,36.9529,ES611M0321300,Poor,4.3,ChIJm3ZbIBreeg0RM5spk88mp-A
73,73,73,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Cabezo Negro, , ,Pequeña cala de piedras y de difícil acceso que destaca por sus aguas transparentes y la tranquilidad del entorno.,50,15,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,9,Hospital Inmaculada,950029000,48,Sand / Gravel,-1.7075,37.3055,ES611M0352202,Excellent,,
74,74,74,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Cala Cristal, , ,"Aunque no existe una zona reservada especialmente para el submarinismo, la Cala Cristal resulta muy recomendable para la práctica del buceo y la pesca por la cantidad de rocas que presenta.",170,15,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,6,Hospital Inmaculada,950029000,45,Sand / Gravel,-1.7386,37.2799,ES611M0351303,Excellent,,
75,75,75,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Cala de la Dolores, , ,La Cala de la Dolores carece de interés turístico y presenta un aspecto poco acogedor por el estado de su entorno natural.,150,25,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,Yes,No,No,No,Yes,No,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,0,Hospital Inmaculada,950029000,39,Gravel,-1.7648,37.2539,ES611M0351303,Excellent,,
76,76,76,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Cala Invencible, , ,Cala bastante rocosa con interés para los que quieran observar los fondos marinos. Existe un mirador - paseo marítimo parcial - junto antiguo Cuartel de la Guardia Civil,400,20,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,2,Hospital Inmaculada,950029000,39,Sand / Gravel,-1.7557,37.2652,ES611M0351303,Excellent,4.3,ChIJifbVSGcrew0RGzICjfSt94k
77,77,77,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Cala Panizo, , ,"La Cala Panizo se localiza junto a un complejo urbanístico conocido como El Portichuelo, aunque carece de infraestructuras y servicios de playa.",750,25,Medium,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,Yes,Yes,No,Yes,No,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,10,Hospital Inmaculada,950029000,49,Sand / Gravel,-1.6994,37.3212,ES611M0351302,Excellent,,
78,78,78,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,El Calón, , ,"Playa de arena negra rodeada de una zona residencial, pero carente de servicios e instalaciones.",500,25,Low,Semi-Urban,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,Yes,Yes,No,Yes,Yes,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,7,Hospital Inmaculada,950029000,46,Pebbles / Rock / Gravel / Sand,-1.706,37.3094,ES611M0352202,Excellent,,
79,79,79,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Embarcadero Viejo, , ,El Embarcadero Viejo acoge unas ruinas mineras que constituyen la única edificación que se encuentra en la playa. Recomendable para la pesca y el buceo.,100,20,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,4,Hospital Inmaculada,950029000,43,Gravel,-1.7314,37.2853,ES611M0352202,Excellent,,
80,80,80,Andalucía,Almería, ,4035,Cuevas del Almanzora,http://www.cuevasdelalmanzora.es/,Villaricos, , ,"La Playa de Villaricos tiene su extremo sur en la desembocadura del río Almanzora, y agrupa pequeñas calas, por pertenecer todas ellas al mismo núcleo urbano. Agrupa las playas de Cala de la Esperanza, Cala Verde y Villaricos (Cala de la Luz Eléctric",550,40,Medium,Urban,Yes,Complete, ,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Puerto Deportivo de Villaricos,http://www.puertosdeandalucia.es/es/puertos/puertos-de-almeria/itemlist/category/100-puerto-de-villaricos-la-esperanza,0,Hospital Inmaculada,950029000,39,Gravel,-1.7692,37.2499,ES611M0351304,Excellent,,
